cnvdasm - ultima underworld conversation script disassembler / decompiler

loading game strings

could not load code ...
;
; conversation #2
; string block 0x0e01, name: goblin
;

0000:   START
01a8:   FETCHM
01a9:   PUSHI #0002
01ab:   PUSHI_EFF #fffd
01ad:   FETCHM
01ae:   OFFSET
01af:   FETCHM
01b0:   OPSUB
01b1:   STO
01b2:   PUSHI #0002
01b4:   PUSHI_EFF #0002
01b6:   OFFSET
01b7:   FETCHM
01b8:   PUSHI #0000
01ba:   TSTLT
01bb:   BEQ +001f // target: 01db
01bd:   PUSHI #0002
01bf:   PUSHI_EFF #0002
01c1:   OFFSET
01c2:   PUSHI #0002
01c4:   PUSHI_EFF #0002
01c6:   OFFSET
01c7:   FETCHM
01c8:   PUSHI #05a0
01ca:   OPADD
01cb:   STO
01cc:   PUSHI #0001
01ce:   PUSHI_EFF #0002
01d0:   OFFSET
01d1:   PUSHI #0001
01d3:   PUSHI_EFF #0002
01d5:   OFFSET
01d6:   FETCHM
01d7:   PUSHI #0001
01d9:   OPSUB
01da:   STO

 ;| xref: 01bb
01db:   PUSHI #0001
01dd:   PUSHI_EFF #0002
01df:   OFFSET
01e0:   FETCHM
01e1:   PUSHI #0001
01e3:   PUSHI_EFF #fffe
01e5:   FETCHM
01e6:   OFFSET
01e7:   FETCHM
01e8:   TSTGE
01e9:   PUSHI #0002
01eb:   PUSHI_EFF #0002
01ed:   OFFSET
01ee:   FETCHM
01ef:   PUSHI #0002
01f1:   PUSHI_EFF #fffe
01f3:   FETCHM
01f4:   OFFSET
01f5:   FETCHM
01f6:   TSTGE
01f7:   OPAND
01f8:   BEQ +000b // target: 0204
01fa:   PUSHI #0001
01fc:   PUSHI_EFF #0001
01fe:   SWAP
01ff:   STO
0200:   JMP $020c
0202:   BRA +0009 // target: 020c

 ;| xref: 01f8
0204:   PUSHI #0000
0206:   PUSHI_EFF #0001
0208:   SWAP
0209:   STO
020a:   JMP $020c

 ;| xref: 0200 0202 020a
020c:   PUSHI_EFF #0001
020e:   FETCHM
020f:   SAVE_REG
0210:   POP
0211:   BPTOSP
0212:   POPBP
0213:   RET

0214:   PUSHBP
0215:   SPTOBP
0216:   PUSHI #0000
0218:   ADDSP
0219:   PUSHI #0001
021b:   PUSHI_EFF #fffe
021d:   FETCHM
021e:   OFFSET
021f:   PUSHI #001d
0221:   FETCHM
0222:   PUSHI #0001
0224:   PUSHI_EFF #fffc
0226:   FETCHM
0227:   OFFSET
0228:   FETCHM
0229:   OPSUB
022a:   STO
022b:   PUSHI #0002
022d:   PUSHI_EFF #fffe
022f:   FETCHM
0230:   OFFSET
0231:   PUSHI #001e
0233:   FETCHM
0234:   PUSHI #0002
0236:   PUSHI_EFF #fffc
0238:   FETCHM
0239:   OFFSET
023a:   FETCHM
023b:   OPSUB
023c:   STO
023d:   PUSHI #0002
023f:   PUSHI_EFF #fffe
0241:   FETCHM
0242:   OFFSET
0243:   FETCHM
0244:   PUSHI #0000
0246:   TSTLT
0247:   BEQ +0023 // target: 026b
0249:   PUSHI #0002
024b:   PUSHI_EFF #fffe
024d:   FETCHM
024e:   OFFSET
024f:   PUSHI #0002
0251:   PUSHI_EFF #fffe
0253:   FETCHM
0254:   OFFSET
0255:   FETCHM
0256:   PUSHI #05a0
0258:   OPADD
0259:   STO
025a:   PUSHI #0001
025c:   PUSHI_EFF #fffe
025e:   FETCHM
025f:   OFFSET
0260:   PUSHI #0001
0262:   PUSHI_EFF #fffe
0264:   FETCHM
0265:   OFFSET
0266:   FETCHM
0267:   PUSHI #0001
0269:   OPSUB
026a:   STO

 ;| xref: 0247
026b:   PUSHI #0001
026d:   PUSHI_EFF #fffe
026f:   FETCHM
0270:   OFFSET
0271:   PUSHI #0001
0273:   PUSHI_EFF #fffd
0275:   FETCHM
0276:   OFFSET
0277:   FETCHM
0278:   PUSHI #0001
027a:   PUSHI_EFF #fffe
027c:   FETCHM
027d:   OFFSET
027e:   FETCHM
027f:   OPSUB
0280:   STO
0281:   PUSHI #0002
0283:   PUSHI_EFF #fffe
0285:   FETCHM
0286:   OFFSET
0287:   PUSHI #0002
0289:   PUSHI_EFF #fffd
028b:   FETCHM
028c:   OFFSET
028d:   FETCHM
028e:   PUSHI #0002
0290:   PUSHI_EFF #fffe
0292:   FETCHM
0293:   OFFSET
0294:   FETCHM
0295:   OPSUB
0296:   STO
0297:   PUSHI #0002
0299:   PUSHI_EFF #fffe
029b:   FETCHM
029c:   OFFSET
029d:   FETCHM
029e:   PUSHI #0000
02a0:   TSTLT
02a1:   BEQ +0023 // target: 02c5
02a3:   PUSHI #0002
02a5:   PUSHI_EFF #fffe
02a7:   FETCHM
02a8:   OFFSET
02a9:   PUSHI #0002
02ab:   PUSHI_EFF #fffe
02ad:   FETCHM
02ae:   OFFSET
02af:   FETCHM
02b0:   PUSHI #05a0
02b2:   OPADD
02b3:   STO
02b4:   PUSHI #0001
02b6:   PUSHI_EFF #fffe
02b8:   FETCHM
02b9:   OFFSET
02ba:   PUSHI #0001
02bc:   PUSHI_EFF #fffe
02be:   FETCHM
02bf:   OFFSET
02c0:   FETCHM
02c1:   PUSHI #0001
02c3:   OPSUB
02c4:   STO

 ;| xref: 02a1
02c5:   BPTOSP
02c6:   POPBP
02c7:   RET

02c8:   PUSHBP
02c9:   SPTOBP
02ca:   PUSHI #0000
02cc:   ADDSP
02cd:   PUSHI #0001
02cf:   PUSHI_EFF #fffe
02d1:   FETCHM
02d2:   OFFSET
02d3:   PUSHI #001d
02d5:   FETCHM
02d6:   PUSHI #0001
02d8:   PUSHI_EFF #fffd
02da:   FETCHM
02db:   OFFSET
02dc:   FETCHM
02dd:   OPSUB
02de:   STO
02df:   PUSHI #0002
02e1:   PUSHI_EFF #fffe
02e3:   FETCHM
02e4:   OFFSET
02e5:   PUSHI #001e
02e7:   FETCHM
02e8:   PUSHI #0002
02ea:   PUSHI_EFF #fffd
02ec:   FETCHM
02ed:   OFFSET
02ee:   FETCHM
02ef:   OPSUB
02f0:   STO
02f1:   PUSHI #0002
02f3:   PUSHI_EFF #fffe
02f5:   FETCHM
02f6:   OFFSET
02f7:   FETCHM
02f8:   PUSHI #0000
02fa:   TSTLT
02fb:   BEQ +0023 // target: 031f
02fd:   PUSHI #0002
02ff:   PUSHI_EFF #fffe
0301:   FETCHM
0302:   OFFSET
0303:   PUSHI #0002
0305:   PUSHI_EFF #fffe
0307:   FETCHM
0308:   OFFSET
0309:   FETCHM
030a:   PUSHI #05a0
030c:   OPADD
030d:   STO
030e:   PUSHI #0001
0310:   PUSHI_EFF #fffe
0312:   FETCHM
0313:   OFFSET
0314:   PUSHI #0001
0316:   PUSHI_EFF #fffe
0318:   FETCHM
0319:   OFFSET
031a:   FETCHM
031b:   PUSHI #0001
031d:   OPSUB
031e:   STO

 ;| xref: 02fb
031f:   BPTOSP
0320:   POPBP
0321:   RET

0322:   PUSHBP
0323:   SPTOBP
0324:   PUSHI #0004
0326:   ADDSP
0327:   PUSHI #000f
0329:   PUSHI_EFF #0001
032b:   SWAP
032c:   STO
032d:   PUSHI_EFF #0001
032f:   PUSHI #000f
0331:   PUSHI_EFF #0002
0333:   SWAP
0334:   STO
0335:   PUSHI_EFF #0002
0337:   PUSHI #2711
0339:   PUSHI_EFF #0003
033b:   SWAP
033c:   STO
033d:   PUSHI_EFF #0003
033f:   PUSHI #0002
0341:   CALLI $0033
0343:   POP
0344:   POP
0345:   POP
0346:   PUSH_REG
0347:   PUSHI #0001
0349:   OPADD
034a:   PUSHI_EFF #0004
034c:   SWAP
034d:   STO
034e:   PUSHI_EFF #0004
0350:   PUSHI #0002
0352:   CALLI $0033
0354:   POP
0355:   POP
0356:   POP
0357:   BPTOSP
0358:   POPBP
0359:   RET


 ;| xref: 0a89
035a:   PUSHBP
035b:   SPTOBP
035c:   PUSHI #002c
035e:   ADDSP
035f:   PUSHI #0000
0361:   CALLI $0022
0363:   POP

 ;| xref: 03da
0364:   PUSHI #0020
0366:   FETCHM
0367:   OPNOT
0368:   BEQ +0073 // target: 03dc
036a:   PUSHI #0001
036c:   PUSHI_EFF #0001
036e:   OFFSET
036f:   PUSHI #0001
0371:   STO
0372:   PUSHI #0002
0374:   PUSHI_EFF #0001
0376:   OFFSET
0377:   PUSHI #0002
0379:   STO
037a:   PUSHI #0003
037c:   PUSHI_EFF #0001
037e:   OFFSET
037f:   PUSHI #0003
0381:   STO
0382:   PUSHI #0004
0384:   PUSHI_EFF #0001
0386:   OFFSET
0387:   PUSHI #0004
0389:   STO
038a:   PUSHI #0005
038c:   PUSHI_EFF #0001
038e:   OFFSET
038f:   PUSHI #0000
0391:   STO
0392:   PUSHI_EFF #0001
0394:   PUSHI #0000
0396:   CALLI $0000
0398:   POP
0399:   POP
039a:   PUSH_REG
039b:   PUSHI_EFF #0016
039d:   SWAP
039e:   STO
039f:   PUSHI_EFF #0016
03a1:   FETCHM
03a2:   PUSHI #0001
03a4:   TSTEQ
03a5:   BEQ +0005 // target: 03ab
03a7:   CALL $040d
03a9:   JMP $03da

 ;| xref: 03a5
03ab:   PUSHI_EFF #0016
03ad:   FETCHM
03ae:   PUSHI #0002
03b0:   TSTEQ
03b1:   BEQ +0005 // target: 03b7
03b3:   CALL $0467
03b5:   JMP $03da

 ;| xref: 03b1
03b7:   PUSHI_EFF #0016
03b9:   FETCHM
03ba:   PUSHI #0003
03bc:   TSTEQ
03bd:   BEQ +0008 // target: 03c6
03bf:   PUSHI #0000
03c1:   CALLI $0024
03c3:   POP
03c4:   JMP $03da

 ;| xref: 03bd
03c6:   PUSHI_EFF #0016
03c8:   FETCHM
03c9:   PUSHI #0004
03cb:   TSTEQ
03cc:   BEQ +000d // target: 03da
03ce:   PUSHI #0000
03d0:   CALLI $0025
03d2:   POP
03d3:   PUSHI #0020
03d5:   PUSHI #0001
03d7:   STO
03d8:   JMP $03da

 ;| xref: 03a9 03b5 03c4 03cc 03d8
03da:   BRA +ff89 // target: 0364

 ;| xref: 0368
03dc:   PUSHI #0001
03de:   PUSHI_EFF #0017
03e0:   OFFSET
03e1:   PUSHI #0005
03e3:   STO
03e4:   PUSHI #0002
03e6:   PUSHI_EFF #0017
03e8:   OFFSET
03e9:   PUSHI #0000
03eb:   STO
03ec:   PUSHI_EFF #0017
03ee:   PUSHI #0000
03f0:   CALLI $0000
03f2:   POP
03f3:   POP
03f4:   PUSH_REG
03f5:   PUSHI_EFF #002c
03f7:   SWAP
03f8:   STO
03f9:   PUSHI_EFF #002c
03fb:   FETCHM
03fc:   PUSHI #0001
03fe:   TSTEQ
03ff:   BEQ +0008 // target: 0408
0401:   PUSHI #0020
0403:   PUSHI #0001
0405:   STO
0406:   JMP $0408

 ;| xref: 03ff 0406
0408:   CALL $0165
040a:   BPTOSP
040b:   POPBP
040c:   RET


 ;| xref: 03a7
040d:   PUSHBP
040e:   SPTOBP
040f:   PUSHI #000f
0411:   ADDSP
0412:   PUSHI #0000
0414:   PUSHI_EFF #0001
0416:   OFFSET
0417:   PUSHI #0001
0419:   OPNEG
041a:   STO
041b:   PUSHI #0001
041d:   PUSHI_EFF #0006
041f:   OFFSET
0420:   PUSHI #0001
0422:   OPNEG
0423:   STO
0424:   PUSHI_EFF #0001
0426:   PUSHI_EFF #0006
0428:   PUSHI #0006
042a:   PUSHI_EFF #000b
042c:   SWAP
042d:   STO
042e:   PUSHI_EFF #000b
0430:   PUSHI #0007
0432:   PUSHI_EFF #000c
0434:   SWAP
0435:   STO
0436:   PUSHI_EFF #000c
0438:   PUSHI #0008
043a:   PUSHI_EFF #000d
043c:   SWAP
043d:   STO
043e:   PUSHI_EFF #000d
0440:   PUSHI #0009
0442:   PUSHI_EFF #000e
0444:   SWAP
0445:   STO
0446:   PUSHI_EFF #000e
0448:   PUSHI #000a
044a:   PUSHI_EFF #000f
044c:   SWAP
044d:   STO
044e:   PUSHI_EFF #000f
0450:   PUSHI #0007
0452:   CALLI $001b
0454:   POP
0455:   POP
0456:   POP
0457:   POP
0458:   POP
0459:   POP
045a:   POP
045b:   POP
045c:   PUSH_REG
045d:   BEQ +0006 // target: 0464
045f:   PUSHI #0020
0461:   PUSHI #0001
0463:   STO

 ;| xref: 045d
0464:   BPTOSP
0465:   POPBP
0466:   RET


 ;| xref: 03b3
0467:   PUSHBP
0468:   SPTOBP
0469:   PUSHI #0019
046b:   ADDSP
046c:   PUSHI #000b
046e:   SAY_OP
046f:   PUSHI #0001
0471:   PUSHI_EFF #0001
0473:   OFFSET
0474:   PUSHI #000c
0476:   STO
0477:   PUSHI #0002
0479:   PUSHI_EFF #0001
047b:   OFFSET
047c:   PUSHI #000d
047e:   STO
047f:   PUSHI #0003
0481:   PUSHI_EFF #0001
0483:   OFFSET
0484:   PUSHI #0000
0486:   STO
0487:   PUSHI_EFF #0001
0489:   PUSHI #0000
048b:   CALLI $0000
048d:   POP
048e:   POP
048f:   PUSH_REG
0490:   PUSHI_EFF #0016
0492:   SWAP
0493:   STO
0494:   PUSHI_EFF #0016
0496:   FETCHM
0497:   PUSHI #0001
0499:   TSTEQ
049a:   BEQ +0003 // target: 049e
049c:   JMP $04aa

 ;| xref: 049a
049e:   PUSHI_EFF #0016
04a0:   FETCHM
04a1:   PUSHI #0002
04a3:   TSTEQ
04a4:   BEQ +0005 // target: 04aa
04a6:   JMP $04d6
04a8:   JMP $04aa

 ;| xref: 049c 04a4 04a8
04aa:   PUSHI #000e
04ac:   PUSHI_EFF #0017
04ae:   SWAP
04af:   STO
04b0:   PUSHI_EFF #0017
04b2:   PUSHI #000f
04b4:   PUSHI_EFF #0018
04b6:   SWAP
04b7:   STO
04b8:   PUSHI_EFF #0018
04ba:   PUSHI #0010
04bc:   PUSHI_EFF #0019
04be:   SWAP
04bf:   STO
04c0:   PUSHI_EFF #0019
04c2:   PUSHI #0003
04c4:   CALLI $001c
04c6:   POP
04c7:   POP
04c8:   POP
04c9:   POP
04ca:   PUSH_REG
04cb:   BEQ +0008 // target: 04d4
04cd:   PUSHI #0020
04cf:   PUSHI #0001
04d1:   STO
04d2:   BRA +0003 // target: 04d6

 ;| xref: 04cb
04d4:   CALL $0110

 ;| xref: 04a6 04d2
04d6:   BPTOSP
04d7:   POPBP
04d8:   RET


 ;| xref: 059a
04d9:   PUSHBP
04da:   SPTOBP
04db:   PUSHI #0001
04dd:   ADDSP
04de:   PUSHI #0036
04e0:   PUSHI_EFF #0001
04e2:   SWAP
04e3:   STO
04e4:   PUSHI_EFF #0001
04e6:   PUSHI #0001
04e8:   CALLI $0012
04ea:   POP
04eb:   POP
04ec:   PUSH_REG
04ed:   PUSHI #0000
04ef:   TSTEQ
04f0:   BEQ +000b // target: 04fc
04f2:   PUSHI #0011
04f4:   SAY_OP
04f5:   PUSHI #0014
04f7:   PUSHI #0006
04f9:   STO
04fa:   CALL $0156

 ;| xref: 04f0
04fc:   BPTOSP
04fd:   POPBP
04fe:   RET


 ;| xref: 000b
04ff:   PUSHBP
0500:   SPTOBP
0501:   PUSHI #0064
0503:   ADDSP
0504:   PUSHI #001f
0506:   FETCHM
0507:   PUSHI #0000
0509:   TSTEQ
050a:   BEQ +0010 // target: 051b
050c:   PUSHI #0021
050e:   PUSHI #0000
0510:   STO
0511:   PUSHI #0022
0513:   PUSHI #0000
0515:   STO
0516:   PUSHI #0023
0518:   PUSHI #0000
051a:   STO

 ;| xref: 050a
051b:   PUSHI #0023
051d:   CALL $0be4
051f:   PUSH_REG
0520:   STO
0521:   PUSHI #001a
0523:   FETCHM
0524:   PUSHI #0005
0526:   TSTEQ
0527:   BEQ +0061 // target: 0589
0529:   PUSHI #003e
052b:   PUSHI_EFF #0001
052d:   SWAP
052e:   STO
052f:   PUSHI_EFF #0001
0531:   PUSHI #0001
0533:   CALLI $0012
0535:   POP
0536:   POP
0537:   PUSH_REG
0538:   PUSHI #0000
053a:   TSTEQ
053b:   BEQ +004d // target: 0589
053d:   PUSHI #003e
053f:   PUSHI_EFF #0002
0541:   SWAP
0542:   STO
0543:   PUSHI_EFF #0002
0545:   PUSHI #0001
0547:   PUSHI_EFF #0003
0549:   SWAP
054a:   STO
054b:   PUSHI_EFF #0003
054d:   PUSHI #0002
054f:   CALLI $0013
0551:   POP
0552:   POP
0553:   POP
0554:   PUSHI #0012
0556:   SAY_OP
0557:   PUSHI #000f
0559:   PUSHI_EFF #0004
055b:   SWAP
055c:   STO
055d:   PUSHI_EFF #0004
055f:   PUSHI #000f
0561:   PUSHI_EFF #0005
0563:   SWAP
0564:   STO
0565:   PUSHI_EFF #0005
0567:   PUSHI #2711
0569:   PUSHI_EFF #0006
056b:   SWAP
056c:   STO
056d:   PUSHI_EFF #0006
056f:   PUSHI #0002
0571:   CALLI $0033
0573:   POP
0574:   POP
0575:   POP
0576:   PUSH_REG
0577:   PUSHI #0001
0579:   OPADD
057a:   PUSHI_EFF #0007
057c:   SWAP
057d:   STO
057e:   PUSHI_EFF #0007
0580:   PUSHI #0002
0582:   CALLI $0033
0584:   POP
0585:   POP
0586:   POP
0587:   CALL $0110

 ;| xref: 0527 053b
0589:   PUSHI #0032
058b:   PUSHI_EFF #0008
058d:   SWAP
058e:   STO
058f:   PUSHI_EFF #0008
0591:   PUSHI #0001
0593:   CALLI $0012
0595:   POP
0596:   POP
0597:   PUSH_REG
0598:   BEQ +0003 // target: 059c
059a:   CALL $04d9

 ;| xref: 0598
059c:   PUSHI #0036
059e:   PUSHI_EFF #0009
05a0:   SWAP
05a1:   STO
05a2:   PUSHI_EFF #0009
05a4:   PUSHI #0001
05a6:   CALLI $0012
05a8:   POP
05a9:   POP
05aa:   PUSH_REG
05ab:   BEQ +015a // target: 0706
05ad:   PUSHI #0022
05af:   FETCHM
05b0:   PUSHI #0000
05b2:   TSTEQ
05b3:   BEQ +00c8 // target: 067c
05b5:   PUSHI #0013
05b7:   SAY_OP
05b8:   PUSHI #0001
05ba:   PUSHI_EFF #000a
05bc:   OFFSET
05bd:   PUSHI #0014
05bf:   STO
05c0:   PUSHI #0002
05c2:   PUSHI_EFF #000a
05c4:   OFFSET
05c5:   PUSHI #0015
05c7:   STO
05c8:   PUSHI #0003
05ca:   PUSHI_EFF #000a
05cc:   OFFSET
05cd:   PUSHI #0000
05cf:   STO
05d0:   PUSHI_EFF #000a
05d2:   PUSHI #0000
05d4:   CALLI $0000
05d6:   POP
05d7:   POP
05d8:   PUSH_REG
05d9:   PUSHI_EFF #001f
05db:   SWAP
05dc:   STO
05dd:   PUSHI_EFF #001f
05df:   FETCHM
05e0:   PUSHI #0001
05e2:   TSTEQ
05e3:   BEQ +0003 // target: 05e7
05e5:   JMP $05f3

 ;| xref: 05e3
05e7:   PUSHI_EFF #001f
05e9:   FETCHM
05ea:   PUSHI #0002
05ec:   TSTEQ
05ed:   BEQ +0005 // target: 05f3
05ef:   JMP $065b
05f1:   JMP $05f3

 ;| xref: 05e5 05ed 05f1
05f3:   PUSHI #0023
05f5:   FETCHM
05f6:   BEQ +0051 // target: 0648
05f8:   PUSHI #0016
05fa:   PUSHI_EFF #0020
05fc:   SWAP
05fd:   STO
05fe:   PUSHI_EFF #0020
0600:   PUSHI #0001
0602:   CALLI $0002
0604:   POP
0605:   POP
0606:   PUSHI #0017
0608:   SAY_OP
0609:   PUSHI #0001
060b:   PUSHI_EFF #0021
060d:   OFFSET
060e:   PUSHI #0018
0610:   STO
0611:   PUSHI #0002
0613:   PUSHI_EFF #0021
0615:   OFFSET
0616:   PUSHI #0019
0618:   STO
0619:   PUSHI #0003
061b:   PUSHI_EFF #0021
061d:   OFFSET
061e:   PUSHI #0000
0620:   STO
0621:   PUSHI_EFF #0021
0623:   PUSHI #0000
0625:   CALLI $0000
0627:   POP
0628:   POP
0629:   PUSH_REG
062a:   PUSHI_EFF #0036
062c:   SWAP
062d:   STO
062e:   PUSHI_EFF #0036
0630:   FETCHM
0631:   PUSHI #0001
0633:   TSTEQ
0634:   BEQ +0005 // target: 063a
0636:   CALL $0147
0638:   JMP $0646

 ;| xref: 0634
063a:   PUSHI_EFF #0036
063c:   FETCHM
063d:   PUSHI #0002
063f:   TSTEQ
0640:   BEQ +0005 // target: 0646
0642:   CALL $0a90
0644:   JMP $0646

 ;| xref: 0638 0640 0644
0646:   BRA +0014 // target: 065b

 ;| xref: 05f6
0648:   PUSHI #001a
064a:   PUSHI_EFF #0037
064c:   SWAP
064d:   STO
064e:   PUSHI_EFF #0037
0650:   PUSHI #0001
0652:   CALLI $0002
0654:   POP
0655:   POP
0656:   PUSHI #001b
0658:   SAY_OP
0659:   CALL $0156

 ;| xref: 05ef 0646
065b:   PUSHI #0023
065d:   FETCHM
065e:   BEQ +0008 // target: 0667
0660:   PUSHI #001c
0662:   SAY_OP
0663:   CALL $0a90
0665:   BRA +0014 // target: 067a

 ;| xref: 065e
0667:   PUSHI #001d
0669:   PUSHI_EFF #0038
066b:   SWAP
066c:   STO
066d:   PUSHI_EFF #0038
066f:   PUSHI #0001
0671:   CALLI $0002
0673:   POP
0674:   POP
0675:   PUSHI #001e
0677:   SAY_OP
0678:   CALL $0156

 ;| xref: 0665
067a:   BRA +008b // target: 0706

 ;| xref: 05b3
067c:   PUSHI #001f
067e:   SAY_OP
067f:   PUSHI #0023
0681:   FETCHM
0682:   BEQ +0043 // target: 06c6
0684:   PUSHI #0001
0686:   PUSHI_EFF #0039
0688:   OFFSET
0689:   PUSHI #0020
068b:   STO
068c:   PUSHI #0002
068e:   PUSHI_EFF #0039
0690:   OFFSET
0691:   PUSHI #0021
0693:   STO
0694:   PUSHI #0003
0696:   PUSHI_EFF #0039
0698:   OFFSET
0699:   PUSHI #0000
069b:   STO
069c:   PUSHI_EFF #0039
069e:   PUSHI #0000
06a0:   CALLI $0000
06a2:   POP
06a3:   POP
06a4:   PUSH_REG
06a5:   PUSHI_EFF #004e
06a7:   SWAP
06a8:   STO
06a9:   PUSHI_EFF #004e
06ab:   FETCHM
06ac:   PUSHI #0001
06ae:   TSTEQ
06af:   BEQ +0005 // target: 06b5
06b1:   CALL $0a90
06b3:   JMP $06bf

 ;| xref: 06af
06b5:   PUSHI_EFF #004e
06b7:   FETCHM
06b8:   PUSHI #0002
06ba:   TSTEQ
06bb:   BEQ +0003 // target: 06bf
06bd:   JMP $06bf

 ;| xref: 06b3 06bb 06bd
06bf:   PUSHI #0022
06c1:   SAY_OP
06c2:   CALL $0147
06c4:   BRA +0041 // target: 0706

 ;| xref: 0682
06c6:   PUSHI #0001
06c8:   PUSHI_EFF #004f
06ca:   OFFSET
06cb:   PUSHI #0023
06cd:   STO
06ce:   PUSHI #0002
06d0:   PUSHI_EFF #004f
06d2:   OFFSET
06d3:   PUSHI #0024
06d5:   STO
06d6:   PUSHI #0003
06d8:   PUSHI_EFF #004f
06da:   OFFSET
06db:   PUSHI #0000
06dd:   STO
06de:   PUSHI_EFF #004f
06e0:   PUSHI #0000
06e2:   CALLI $0000
06e4:   POP
06e5:   POP
06e6:   PUSH_REG
06e7:   PUSHI_EFF #0064
06e9:   SWAP
06ea:   STO
06eb:   PUSHI_EFF #0064
06ed:   FETCHM
06ee:   PUSHI #0001
06f0:   TSTEQ
06f1:   BEQ +0003 // target: 06f5
06f3:   JMP $0701

 ;| xref: 06f1
06f5:   PUSHI_EFF #0064
06f7:   FETCHM
06f8:   PUSHI #0002
06fa:   TSTEQ
06fb:   BEQ +0005 // target: 0701
06fd:   CALL $0156
06ff:   JMP $0701

 ;| xref: 06f3 06fb 06ff
0701:   PUSHI #0025
0703:   SAY_OP
0704:   CALL $0156

 ;| xref: 05ab 067a 06c4
0706:   PUSHI #0022
0708:   FETCHM
0709:   PUSHI #0000
070b:   TSTEQ
070c:   BEQ +000b // target: 0718
070e:   PUSHI #0022
0710:   PUSHI #0001
0712:   STO
0713:   PUSHI #0026
0715:   SAY_OP
0716:   CALL $0725

 ;| xref: 070c
0718:   PUSHI #0022
071a:   FETCHM
071b:   BEQ +0006 // target: 0722
071d:   PUSHI #0027
071f:   SAY_OP
0720:   CALL $0725

 ;| xref: 071b
0722:   BPTOSP
0723:   POPBP
0724:   RET


 ;| xref: 0716 0720
0725:   PUSHBP
0726:   SPTOBP
0727:   PUSHI #0016
0729:   ADDSP
072a:   PUSHI #0001
072c:   PUSHI_EFF #0001
072e:   OFFSET
072f:   PUSHI #0028
0731:   STO
0732:   PUSHI #0002
0734:   PUSHI_EFF #0001
0736:   OFFSET
0737:   PUSHI #0029
0739:   STO
073a:   PUSHI #0003
073c:   PUSHI_EFF #0001
073e:   OFFSET
073f:   PUSHI #002a
0741:   STO
0742:   PUSHI #0004
0744:   PUSHI_EFF #0001
0746:   OFFSET
0747:   PUSHI #0000
0749:   STO
074a:   PUSHI_EFF #0001
074c:   PUSHI #0000
074e:   CALLI $0000
0750:   POP
0751:   POP
0752:   PUSH_REG
0753:   PUSHI_EFF #0016
0755:   SWAP
0756:   STO
0757:   PUSHI_EFF #0016
0759:   FETCHM
075a:   PUSHI #0001
075c:   TSTEQ
075d:   BEQ +0005 // target: 0763
075f:   CALL $077e
0761:   JMP $077b

 ;| xref: 075d
0763:   PUSHI_EFF #0016
0765:   FETCHM
0766:   PUSHI #0002
0768:   TSTEQ
0769:   BEQ +0005 // target: 076f
076b:   CALL $07fb
076d:   JMP $077b

 ;| xref: 0769
076f:   PUSHI_EFF #0016
0771:   FETCHM
0772:   PUSHI #0003
0774:   TSTEQ
0775:   BEQ +0005 // target: 077b
0777:   CALL $0147
0779:   JMP $077b

 ;| xref: 0761 076d 0775 0779
077b:   BPTOSP
077c:   POPBP
077d:   RET


 ;| xref: 075f
077e:   PUSHBP
077f:   SPTOBP
0780:   PUSHI #0016
0782:   ADDSP
0783:   PUSHI #002b
0785:   SAY_OP
0786:   PUSHI #0001
0788:   PUSHI_EFF #0001
078a:   OFFSET
078b:   PUSHI #002c
078d:   STO
078e:   PUSHI #0002
0790:   PUSHI_EFF #0001
0792:   OFFSET
0793:   PUSHI #002d
0795:   STO
0796:   PUSHI #0003
0798:   PUSHI_EFF #0001
079a:   OFFSET
079b:   PUSHI #002e
079d:   STO
079e:   PUSHI #0004
07a0:   PUSHI_EFF #0001
07a2:   OFFSET
07a3:   PUSHI #002f
07a5:   STO
07a6:   PUSHI #0005
07a8:   PUSHI_EFF #0001
07aa:   OFFSET
07ab:   PUSHI #0000
07ad:   STO
07ae:   PUSHI_EFF #0001
07b0:   PUSHI #0000
07b2:   CALLI $0000
07b4:   POP
07b5:   POP
07b6:   PUSH_REG
07b7:   PUSHI_EFF #0016
07b9:   SWAP
07ba:   STO
07bb:   PUSHI_EFF #0016
07bd:   FETCHM
07be:   PUSHI #0001
07c0:   TSTEQ
07c1:   BEQ +0005 // target: 07c7
07c3:   CALL $0864
07c5:   JMP $07eb

 ;| xref: 07c1
07c7:   PUSHI_EFF #0016
07c9:   FETCHM
07ca:   PUSHI #0002
07cc:   TSTEQ
07cd:   BEQ +0005 // target: 07d3
07cf:   CALL $0a81
07d1:   JMP $07eb

 ;| xref: 07cd
07d3:   PUSHI_EFF #0016
07d5:   FETCHM
07d6:   PUSHI #0003
07d8:   TSTEQ
07d9:   BEQ +0005 // target: 07df
07db:   CALL $0147
07dd:   JMP $07eb

 ;| xref: 07d9
07df:   PUSHI_EFF #0016
07e1:   FETCHM
07e2:   PUSHI #0004
07e4:   TSTEQ
07e5:   BEQ +0005 // target: 07eb
07e7:   CALL $07ee
07e9:   JMP $07eb

 ;| xref: 07c5 07d1 07dd 07e5 07e9
07eb:   BPTOSP
07ec:   POPBP
07ed:   RET


 ;| xref: 07e7
07ee:   PUSHBP
07ef:   SPTOBP
07f0:   PUSHI #0000
07f2:   ADDSP
07f3:   PUSHI #0030
